melodieid,count,decade
2530,1,1640
6051,1,1640
9662,1,1640
2833,1,1640
2661,1,1640
877,1,1640
8142,1,1640
6972,1,1640
8867,1,1640
5765,1,1640
316,1,1640
8135,1,1640
2867,1,1640
528,1,1640
8237,1,1640
6543,1,1640
7375,1,1640
8256,1,1640
7358,1,1640
2431,1,1640
3016,1,1640
7925,1,1640
806,1,1640
6549,1,1640
5577,1,1640
13772,1,1640
4844,1,1640
2150,1,1640
4028,1,1640
7266,1,1640
7191,1,1640
2005,1,1640
3413,1,1640
7776,1,1640
4318,1,1640
3684,1,1640
4136,1,1640
7259,1,1640
2571,1,1640
1857,1,1640
1904,1,1640
7947,1,1640
395,1,1640
2146,1,1640
1348,1,1640
8638,1,1640
3430,1,1640
8490,1,1640
7336,1,1640
2964,1,1640
3493,1,1640
2198,1,1640
8619,1,1640
998,1,1640
12217,1,1640
7319,1,1640
2565,1,1640
302,1,1640
8665,1,1640
1224,1,1640
5058,1,1640
7445,1,1640
8937,1,1640
8834,1,1640
7255,1,1640
7215,1,1640
7312,1,1640
7163,1,1640
7360,1,1640
7408,1,1640
8244,1,1640
5005,1,1640
121,1,1640
1347,1,1640
4867,1,1640
2749,1,1640
7606,1,1640
6907,1,1640
1281,1,1640
8007,1,1640
7717,1,1640
2218,1,1640
4883,1,1640
2671,1,1640
6553,1,1640
4590,1,1640
8689,1,1640
5017,1,1640
4965,1,1640
8538,1,1640
7125,1,1640
355,1,1640
9177,1,1640
6943,1,1640
10251,1,1640
5112,69,1650
4002,39,1650
773,35,1650
4041,32,1650
6124,25,1650
9006,25,1650
6957,23,1650
4754,22,1650
6515,22,1650
6451,21,1650
7147,21,1650
2663,20,1650
6619,20,1650
2815,20,1650
828,20,1650
9616,20,1650
7721,18,1650
495,18,1650
4853,18,1650
9406,17,1650
698,17,1650
928,17,1650
7977,17,1650
1444,15,1650
8757,14,1650
4229,14,1650
3652,14,1650
1374,14,1650
7071,14,1650
4871,14,1650
9618,14,1650
836,14,1650
7932,14,1650
6604,13,1650
8243,13,1650
5055,13,1650
7558,12,1650
2576,12,1650
906,12,1650
3456,12,1650
7051,12,1650
5083,12,1650
484,11,1650
7648,11,1650
527,11,1650
7866,11,1650
7803,11,1650
4138,11,1650
8997,10,1650
1856,10,1650
8003,10,1650
9389,10,1650
9206,10,1650
6068,9,1650
4617,9,1650
9315,9,1650
6300,9,1650
1178,9,1650
127,9,1650
2,9,1650
529,9,1650
1131,9,1650
4397,9,1650
6944,8,1650
9617,8,1650
4149,8,1650
3706,8,1650
713,8,1650
1287,8,1650
9363,8,1650
9066,7,1650
4592,7,1650
5241,7,1650
3693,7,1650
3952,7,1650
445,7,1650
3963,7,1650
9014,7,1650
3261,7,1650
28,7,1650
8186,7,1650
8363,7,1650
2434,7,1650
1876,7,1650
7755,7,1650
9353,7,1650
2441,7,1650
1989,7,1650
3810,7,1650
7158,6,1650
2499,6,1650
7355,6,1650
2798,6,1650
8277,6,1650
3762,6,1650
8349,6,1650
2517,6,1650
8023,6,1650
126,6,1650
4939,6,1650
4291,6,1650
4796,6,1650
5880,6,1650
4319,6,1650
6275,6,1650
9291,6,1650
5335,6,1650
4968,6,1650
1151,6,1650
6328,6,1650
9407,6,1650
6411,6,1650
4061,5,1650
7388,5,1650
2426,5,1650
7221,5,1650
6639,5,1650
5455,5,1650
5005,5,1650
2849,5,1650
7422,5,1650
2781,5,1650
7176,5,1650
1587,5,1650
6982,5,1650
2642,5,1650
7942,5,1650
4852,5,1650
8058,5,1650
4505,5,1650
4918,5,1650
458,5,1650
776,5,1650
6245,5,1650
3072,4,1650
7456,4,1650
2278,4,1650
6547,4,1650
7257,4,1650
9490,4,1650
3603,4,1650
7208,4,1650
4019,4,1650
2983,4,1650
64,4,1650
5965,4,1650
12661,4,1650
1946,4,1650
6467,4,1650
6968,4,1650
4921,4,1650
4196,4,1650
8150,4,1650
1827,4,1650
2716,4,1650
7195,4,1650
7238,4,1650
3440,4,1650
7772,4,1650
7217,4,1650
8745,4,1650
9099,3,1650
714,3,1650
707,3,1650
5313,3,1650
8691,3,1650
1047,3,1650
3322,3,1650
3305,3,1650
8120,3,1650
3240,3,1650
4942,3,1650
2431,3,1650
4128,3,1650
6270,3,1650
7367,3,1650
7299,3,1650
11292,3,1650
7314,3,1650
2040,3,1650
6635,3,1650
7232,3,1650
7284,3,1650
7255,3,1650
9073,3,1650
7171,3,1650
282,3,1650
7266,3,1650
57,3,1650
4873,3,1650
7449,3,1650
7353,3,1650
7393,3,1650
3654,3,1650
524,3,1650
4969,3,1650
7173,3,1650
5808,3,1650
2479,3,1650
7228,3,1650
7040,3,1650
7963,3,1650
5071,3,1650
6195,3,1650
8736,3,1650
7193,3,1650
7160,3,1650
9082,3,1650
4615,3,1650
1316,2,1650
6213,2,1650
4240,2,1650
2863,2,1650
2146,2,1650
4958,2,1650
639,2,1650
4934,2,1650
6606,2,1650
7943,2,1650
1484,2,1650
557,2,1650
121,2,1650
2817,2,1650
2213,2,1650
8638,2,1650
6936,2,1650
8274,2,1650
4966,2,1650
7809,2,1650
5017,2,1650
7938,2,1650
6014,2,1650
9280,2,1650
195,2,1650
3677,2,1650
1500,2,1650
9177,2,1650
8665,2,1650
7167,2,1650
8513,2,1650
7187,2,1650
9348,2,1650
7206,2,1650
7424,2,1650
7358,2,1650
7223,2,1650
7189,2,1650
5233,2,1650
7395,2,1650
7900,2,1650
7268,2,1650
7286,2,1650
7294,2,1650
3502,2,1650
7247,2,1650
3493,2,1650
7364,2,1650
4641,2,1650
5294,2,1650
5656,2,1650
8318,2,1650
7339,2,1650
4936,2,1650
7766,2,1650
9217,2,1650
7169,2,1650
3352,2,1650
12431,2,1650
3325,2,1650
4750,2,1650
7225,2,1650
4228,2,1650
7417,2,1650
1182,2,1650
5273,2,1650
7312,2,1650
3694,2,1650
1280,2,1650
7390,2,1650
2668,2,1650
4981,2,1650
6324,2,1650
24,2,1650
1063,2,1650
8841,2,1650
1234,2,1650
8805,2,1650
6877,2,1650
7018,2,1650
8603,2,1650
295,2,1650
1230,2,1650
8485,2,1650
2349,2,1650
3200,2,1650
3162,2,1650
2413,2,1650
7649,2,1650
7067,2,1650
6585,2,1650
2878,2,1650
9075,2,1650
1070,2,1650
444,2,1650
8122,2,1650
4960,2,1650
8834,2,1650
6593,2,1650
8829,2,1650
7967,2,1650
6929,2,1650
2277,2,1650
1216,2,1650
2136,2,1650
2786,2,1650
8849,2,1650
6318,2,1650
2415,2,1650
7362,2,1650
7191,2,1650
1283,2,1650
1731,2,1650
4812,2,1650
3433,2,1650
141,2,1650
6425,2,1650
3329,2,1650
7019,2,1650
6185,2,1650
9137,2,1650
4886,2,1650
6549,2,1650
9193,2,1650
4040,2,1650
1077,2,1650
487,2,1650
5063,2,1650
3756,2,1650
1338,2,1650
7463,2,1650
1917,2,1650
5064,2,1650
4151,2,1650
3042,2,1650
8920,2,1650
2696,2,1650
1020,2,1650
3065,2,1650
7988,2,1650
7470,2,1650
8121,2,1650
8354,2,1650
2772,2,1650
8993,2,1650
8833,2,1650
6368,2,1650
2324,2,1650
8068,2,1650
3280,2,1650
4106,2,1650
7879,2,1650
7998,2,1650
6244,2,1650
7430,1,1650
7428,1,1650
7324,1,1650
7321,1,1650
7426,1,1650
7420,1,1650
7454,1,1650
7415,1,1650
7413,1,1650
11225,1,1650
7410,1,1650
7408,1,1650
7406,1,1650
7403,1,1650
7401,1,1650
7319,1,1650
7432,1,1650
7443,1,1650
7436,1,1650
7440,1,1650
7348,1,1650
7350,1,1650
5336,1,1650
7345,1,1650
7343,1,1650
7341,1,1650
7336,1,1650
5,1,1650
6740,1,1650
7397,1,1650
7333,1,1650
7331,1,1650
7328,1,1650
7326,1,1650
7451,1,1650
7851,1,1650
7447,1,1650
7445,1,1650
53,1,1650
7399,1,1650
7288,1,1650
179,1,1650
7369,1,1650
7375,1,1650
7210,1,1650
7371,1,1650
7213,1,1650
7215,1,1650
7219,1,1650
7360,1,1650
7230,1,1650
7236,1,1650
7241,1,1650
7243,1,1650
7245,1,1650
7202,1,1650
7250,1,1650
7253,1,1650
7259,1,1650
7261,1,1650
7263,1,1650
7270,1,1650
7274,1,1650
7276,1,1650
7278,1,1650
7280,1,1650
7282,1,1650
7204,1,1650
7200,1,1650
6257,1,1650
7308,1,1650
8725,1,1650
7386,1,1650
7384,1,1650
4667,1,1650
9184,1,1650
3016,1,1650
7381,1,1650
7379,1,1650
5385,1,1650
2048,1,1650
4459,1,1650
7305,1,1650
7197,1,1650
4088,1,1650
2530,1,1650
5593,1,1650
7161,1,1650
7163,1,1650
7165,1,1650
7178,1,1650
7180,1,1650
7182,1,1650
7185,1,1650
7317,1,1650
7939,1,1650
1511,1,1650
9171,1,1650
7069,1,1650
6316,1,1650
2409,1,1650
3935,1,1650
8402,1,1650
4131,1,1650
11390,1,1650
8252,1,1650
4709,1,1650
4850,1,1650
1181,1,1650
6365,1,1650
8306,1,1650
7941,1,1650
4726,1,1650
5947,1,1650
3492,1,1650
5851,1,1650
6709,1,1650
5453,1,1650
8566,1,1650
7126,1,1650
2750,1,1650
402,1,1650
8233,1,1650
2834,1,1650
7144,1,1650
6978,1,1650
6598,1,1650
633,1,1650
2521,1,1650
6200,1,1650
6194,1,1650
9620,1,1650
9619,1,1650
6582,1,1650
4039,1,1650
950,1,1650
931,1,1650
42,1,1650
2661,1,1650
2715,1,1650
13193,1,1650
935,1,1650
4902,1,1650
1256,1,1650
2650,1,1650
9064,1,1650
9726,1,1650
1382,1,1650
8859,1,1650
7538,1,1650
1604,1,1650
9727,1,1650
6107,1,1650
4456,1,1650
7787,1,1650
8848,1,1650
7666,1,1650
5351,1,1650
5498,1,1650
6699,1,1650
8161,1,1650
2232,1,1650
13476,1,1650
13477,1,1650
13478,1,1650
3192,1,1650
4222,1,1650
3001,1,1650
2992,1,1650
13479,1,1650
13480,1,1650
1740,1,1650
12777,1,1650
2895,1,1650
13481,1,1650
13482,1,1650
3404,1,1650
13483,1,1650
13484,1,1650
13485,1,1650
13486,1,1650
5443,1,1650
11287,1,1650
5084,1,1650
5823,1,1650
9086,1,1650
752,1,1650
9050,1,1650
9497,1,1650
2989,1,1650
7508,1,1650
5363,1,1650
1079,1,1650
8330,1,1650
2970,1,1650
1349,1,1650
5100,1,1650
2064,1,1650
7457,1,1650
715,1,1650
763,1,1650
266,1,1650
788,1,1650
2751,1,1650
4844,1,1650
3126,1,1650
7497,1,1650
9202,1,1650
461,1,1650
91,1,1650
13199,1,1650
13200,1,1650
13473,1,1650
7011,1,1650
1499,1,1650
13474,1,1650
13475,1,1650
6219,1,1650
6451,18,1660
1382,16,1660
819,13,1660
6619,12,1660
7942,11,1660
5855,10,1660
4911,8,1660
4061,8,1660
4873,8,1660
7051,7,1660
4921,7,1660
7721,7,1660
3456,6,1660
8349,6,1660
7299,6,1660
4985,6,1660
4981,6,1660
5995,6,1660
5335,6,1660
2566,6,1660
1363,6,1660
7288,5,1660
527,5,1660
7147,5,1660
7803,5,1660
9353,5,1660
6740,5,1660
4902,5,1660
6944,5,1660
9280,4,1660
7208,4,1660
4968,4,1660
9618,4,1660
8058,4,1660
5079,4,1660
7355,4,1660
7071,4,1660
579,4,1660
524,4,1660
5396,3,1660
7247,3,1660
13558,3,1660
5284,3,1660
3654,3,1660
2,3,1660
8003,3,1660
951,3,1660
7417,3,1660
7232,3,1660
13682,3,1660
7314,3,1660
7336,3,1660
4939,3,1660
8277,3,1660
3072,3,1660
4149,3,1660
4871,3,1660
1240,3,1660
7648,3,1660
12711,3,1660
7317,3,1660
2706,3,1660
8198,3,1660
713,2,1660
7977,2,1660
282,2,1660
2248,2,1660
4319,2,1660
7339,2,1660
4116,2,1660
633,2,1660
6124,2,1660
4297,2,1660
6968,2,1660
334,2,1660
2426,2,1660
3979,2,1660
7238,2,1660
1222,2,1660
127,2,1660
12886,2,1660
698,2,1660
111,2,1660
4625,2,1660
7932,2,1660
4641,2,1660
846,2,1660
6424,2,1660
13756,2,1660
3572,2,1660
7000,2,1660
8877,2,1660
6795,2,1660
9389,2,1660
1317,2,1660
3123,2,1660
1856,2,1660
7456,2,1660
1447,2,1660
8757,2,1660
4796,2,1660
2710,2,1660
2486,2,1660
3921,2,1660
1945,2,1660
8491,2,1660
7388,2,1660
450,2,1660
487,2,1660
4002,2,1660
7266,2,1660
7268,2,1660
7853,2,1660
5112,2,1660
8120,2,1660
737,2,1660
6982,2,1660
5453,2,1660
7217,2,1660
7206,2,1660
7294,2,1660
8098,2,1660
8769,2,1660
6515,2,1660
4640,2,1660
7367,2,1660
7669,2,1660
7195,2,1660
6068,2,1660
8068,2,1660
7866,2,1660
7730,2,1660
8363,2,1660
4505,2,1660
4936,2,1660
2957,2,1660
8252,2,1660
7393,2,1660
3250,2,1660
4969,2,1660
9352,2,1660
387,2,1660
6607,1,1660
12435,1,1660
5083,1,1660
9495,1,1660
12899,1,1660
9606,1,1660
7001,1,1660
3706,1,1660
7333,1,1660
9200,1,1660
9583,1,1660
2781,1,1660
5994,1,1660
291,1,1660
4592,1,1660
12421,1,1660
4800,1,1660
64,1,1660
7228,1,1660
57,1,1660
2716,1,1660
7312,1,1660
6698,1,1660
3143,1,1660
4955,1,1660
12710,1,1660
5155,1,1660
7243,1,1660
4852,1,1660
928,1,1660
1151,1,1660
3963,1,1660
5063,1,1660
1848,1,1660
8903,1,1660
9623,1,1660
671,1,1660
7257,1,1660
546,1,1660
752,1,1660
2803,1,1660
7171,1,1660
3842,1,1660
8258,1,1660
7167,1,1660
7319,1,1660
4617,1,1660
7161,1,1660
7204,1,1660
7176,1,1660
7173,1,1660
7321,1,1660
7364,1,1660
7362,1,1660
7169,1,1660
7350,1,1660
7189,1,1660
7230,1,1660
7182,1,1660
7223,1,1660
3215,1,1660
2813,1,1660
3182,1,1660
4119,1,1660
1946,1,1660
2434,1,1660
678,1,1660
773,1,1660
3259,1,1660
6658,1,1660
8997,1,1660
926,1,1660
2441,1,1660
3652,1,1660
3900,1,1660
6334,1,1660
2479,1,1660
4185,1,1660
2095,1,1660
1558,1,1660
3694,1,1660
4923,1,1660
1628,1,1660
3325,1,1660
1182,1,1660
2530,1,1660
8638,1,1660
2198,1,1660
2083,1,1660
7921,1,1660
8188,1,1660
1316,1,1660
4257,1,1660
6936,1,1660
6583,1,1660
7186,1,1660
6384,1,1660
7162,1,1660
94,1,1660
657,1,1660
6458,1,1660
5336,1,1660
9292,1,1660
53,1,1660
8770,1,1660
3540,1,1660
3622,1,1660
2130,1,1660
3126,1,1660
1464,1,1660
5822,1,1660
3924,1,1660
3136,1,1660
8391,1,1660
9229,1,1660
9468,1,1660
2251,1,1660
7407,1,1660
5886,1,1660
4112,1,1660
7211,1,1660
6287,1,1660
2239,1,1660
2698,1,1660
6718,1,1660
7248,1,1660
6134,1,1660
3667,1,1660
8665,1,1660
9327,1,1660
3233,1,1660
1156,1,1660
2192,1,1660
4947,1,1660
4943,1,1660
3952,1,1660
3305,1,1660
2899,1,1660
7804,1,1660
458,1,1660
2633,1,1660
2715,1,1660
950,1,1660
948,1,1660
854,1,1660
8886,1,1660
8431,1,1660
9137,1,1660
3116,1,1660
9184,1,1660
3490,1,1660
3043,1,1660
3957,1,1660
2815,1,1660
67,1,1660
9315,1,1660
9363,1,1660
4835,1,1660
9206,1,1660
4918,1,1660
738,1,1660
739,1,1660
88,1,1660
9424,1,1660
7434,1,1660
7941,1,1660
3941,1,1660
2431,1,1660
2798,1,1660
1178,1,1660
4302,1,1660
6285,1,1660
9240,1,1660
142,1,1660
91,1,1660
3439,1,1660
11753,1,1660
332,1,1660
4165,1,1660
6426,1,1660
3073,1,1660
2997,1,1660
2663,1,1660
2700,1,1660
955,1,1660
13024,1,1660
4895,1,1660
4942,1,1660
2965,1,1660
3329,1,1660
1795,1,1660
9066,1,1660
4240,1,1660
2994,1,1660
2064,1,1660
5577,1,1660
3042,1,1660
126,1,1660
9073,1,1660
8778,1,1660
8789,1,1660
7455,1,1660
6288,1,1660
3777,1,1660
36,1,1660
2584,1,1660
2260,1,1660
3029,1,1660
13171,1,1660
8737,1,1660
12098,1,1660
1242,1,1660
8513,1,1660
3937,1,1660
6391,1,1660
129,1,1660
5901,1,1660
6659,1,1660
1241,1,1660
3436,1,1660
3430,1,1660
9241,1,1660
9035,1,1660
4830,1,1660
92,1,1660
3947,1,1660
6284,1,1660
2406,1,1660
2703,1,1660
333,1,1660
3216,1,1660
3360,1,1660
6282,1,1660
4823,1,1660
8736,1,1660
7445,1,1660
819,22,1670
4955,21,1670
2434,21,1670
4002,16,1670
7208,15,1670
7932,14,1670
7803,13,1670
7355,12,1670
4873,12,1670
6124,12,1670
9353,11,1670
6068,11,1670
7299,11,1670
5855,11,1670
6451,10,1670
3043,9,1670
7721,9,1670
127,9,1670
7051,9,1670
9618,8,1670
5038,8,1670
928,8,1670
1363,8,1670
9363,8,1670
7393,7,1670
1182,7,1670
8092,7,1670
7247,6,1670
3677,6,1670
6619,6,1670
7268,6,1670
2431,6,1670
6968,6,1670
5335,6,1670
1946,6,1670
7312,6,1670
8349,6,1670
7221,6,1670
7147,6,1670
7977,6,1670
5284,6,1670
1382,6,1670
1374,6,1670
7193,6,1670
2663,5,1670
8751,5,1670
3652,5,1670
4939,5,1670
3810,5,1670
2180,5,1670
6607,5,1670
752,5,1670
147,5,1670
6515,5,1670
7432,5,1670
9315,5,1670
5995,5,1670
3072,5,1670
7001,5,1670
4229,4,1670
7317,4,1670
7286,4,1670
3418,4,1670
2715,4,1670
7294,4,1670
6394,4,1670
5079,4,1670
7388,4,1670
7314,4,1670
1856,4,1670
8196,4,1670
7163,4,1670
5336,4,1670
2706,4,1670
1876,4,1670
7866,4,1670
7339,4,1670
7934,4,1670
4240,4,1670
3654,4,1670
3123,4,1670
7257,4,1670
7390,4,1670
4921,4,1670
4049,4,1670
7195,4,1670
7167,4,1670
9616,4,1670
4116,4,1670
7217,4,1670
7161,4,1670
7187,4,1670
12801,4,1670
7362,4,1670
7223,4,1670
7228,4,1670
8058,4,1670
2565,3,1670
7381,3,1670
6398,3,1670
10282,3,1670
1133,3,1670
3125,3,1670
8277,3,1670
9389,3,1670
714,3,1670
7417,3,1670
6982,3,1670
4028,3,1670
2815,3,1670
527,3,1670
5069,3,1670
7328,3,1670
2479,3,1670
7215,3,1670
1316,3,1670
7206,3,1670
7963,3,1670
7210,3,1670
7191,3,1670
7406,3,1670
7343,3,1670
126,3,1670
5906,3,1670
3352,3,1670
3456,3,1670
4852,3,1670
4871,3,1670
5888,3,1670
3155,3,1670
1151,3,1670
6944,3,1670
730,3,1670
6957,3,1670
5112,3,1670
3536,3,1670
9545,3,1670
4505,3,1670
9066,3,1670
834,3,1670
7820,3,1670
4019,3,1670
6606,3,1670
5212,3,1670
1379,2,1670
7436,2,1670
7185,2,1670
7440,2,1670
2248,2,1670
7189,2,1670
7445,2,1670
7443,2,1670
3492,2,1670
4070,2,1670
7386,2,1670
7204,2,1670
8068,2,1670
7197,2,1670
7430,2,1670
7200,2,1670
7202,2,1670
7213,2,1670
7428,2,1670
7219,2,1670
4896,2,1670
7426,2,1670
7225,2,1670
4704,2,1670
7230,2,1670
7232,2,1670
8363,2,1670
5498,2,1670
7447,2,1670
6740,2,1670
8638,2,1670
7708,2,1670
12665,2,1670
11445,2,1670
6245,2,1670
4149,2,1670
129,2,1670
12664,2,1670
4012,2,1670
9617,2,1670
7160,2,1670
1224,2,1670
4088,2,1670
7165,2,1670
53,2,1670
7182,2,1670
9177,2,1670
2516,2,1670
7454,2,1670
7169,2,1670
7451,2,1670
7171,2,1670
7173,2,1670
7176,2,1670
6549,2,1670
7384,2,1670
7158,2,1670
7449,2,1670
7178,2,1670
7180,2,1670
7236,2,1670
7424,2,1670
7238,2,1670
7353,2,1670
1131,2,1670
7348,2,1670
7345,2,1670
7341,2,1670
7942,2,1670
3240,2,1670
7408,2,1670
6936,2,1670
7410,2,1670
7336,2,1670
7333,2,1670
7331,2,1670
7326,2,1670
7241,2,1670
3979,2,1670
7350,2,1670
7403,2,1670
7413,2,1670
7401,2,1670
3694,2,1670
7379,2,1670
7939,2,1670
7375,2,1670
7395,2,1670
7371,2,1670
3009,2,1670
7369,2,1670
7367,2,1670
7397,2,1670
7364,2,1670
7399,2,1670
8003,2,1670
7360,2,1670
7358,2,1670
484,2,1670
7324,2,1670
7321,2,1670
7255,2,1670
11093,2,1670
7270,2,1670
7266,2,1670
7263,2,1670
7261,2,1670
7259,2,1670
12807,2,1670
7253,2,1670
7278,2,1670
7250,2,1670
579,2,1670
7245,2,1670
7243,2,1670
7730,2,1670
3921,2,1670
8243,2,1670
7276,2,1670
7274,2,1670
11185,2,1670
7415,2,1670
7420,2,1670
7308,2,1670
9037,2,1670
3377,2,1670
7280,2,1670
7305,2,1670
7422,2,1670
7823,2,1670
88,2,1670
7288,2,1670
9493,2,1670
7284,2,1670
7282,2,1670
7319,2,1670
3667,1,1670
9461,1,1670
7648,1,1670
10323,1,1670
1701,1,1670
3141,1,1670
9009,1,1670
3707,1,1670
4592,1,1670
2,1,1670
2781,1,1670
6887,1,1670
3869,1,1670
6746,1,1670
168,1,1670
6698,1,1670
7000,1,1670
8663,1,1670
5168,1,1670
2798,1,1670
4969,1,1670
7804,1,1670
11292,1,1670
487,1,1670
2517,1,1670
12733,1,1670
67,1,1670
1765,1,1670
8186,1,1670
5385,1,1670
5808,1,1670
91,1,1670
5241,1,1670
5058,1,1670
828,1,1670
6983,1,1670
2813,1,1670
698,1,1670
8090,1,1670
2198,1,1670
12886,1,1670
1222,1,1670
8485,1,1670
3137,1,1670
6051,1,1670
9784,1,1670
3964,1,1670
5075,1,1670
10361,1,1670
6635,1,1670
4754,1,1670
4936,1,1670
3706,1,1670
5389,1,1670
2696,1,1670
776,1,1670
7071,1,1670
5453,1,1670
3603,1,1670
633,1,1670
4061,1,1670
950,1,1670
7825,1,1670
5273,1,1670
12101,1,1670
12175,1,1670
8672,1,1670
3329,1,1670
11197,1,1670
4125,1,1670
13849,1,1670
4457,1,1670
3413,1,1670
2530,1,1670
4039,1,1670
6506,1,1670
9020,1,1670
1898,1,1670
2441,1,1670
851,1,1670
2277,1,1670
7457,1,1670
6639,1,1670
2551,1,1670
5773,1,1670
6099,1,1670
9200,1,1670
3042,1,1670
2417,1,1670
2095,1,1670
1240,1,1670
4459,1,1670
9352,1,1670
906,1,1670
926,1,1670
8997,1,1670
1936,1,1670
6441,1,1670
9092,1,1670
9430,1,1670
12662,1,1670
9280,1,1670
6373,1,1670
1050,1,1670
3040,1,1670
2083,1,1670
3963,1,1670
9582,1,1670
5396,1,1670
8121,1,1670
4968,1,1670
12651,1,1670
12650,1,1670
12649,1,1670
12648,1,1670
12647,1,1670
12646,1,1670
12645,1,1670
3234,1,1670
12652,1,1670
12653,1,1670
12654,1,1670
12643,1,1670
12642,1,1670
7508,1,1670
3143,1,1670
12800,1,1670
3059,1,1670
6553,1,1670
721,1,1670
529,1,1670
7558,1,1670
4994,1,1670
4943,1,1670
2576,1,1670
64,1,1670
4835,1,1670
6951,1,1670
238,1,1670
6762,1,1670
7355,28,1680
7195,25,1680
4229,24,1680
7339,20,1680
7255,20,1680
7424,19,1680
5656,19,1680
7225,18,1680
6124,18,1680
3043,16,1680
8349,16,1680
7942,16,1680
6619,15,1680
7393,15,1680
6944,15,1680
8058,15,1680
1374,15,1680
8003,14,1680
7173,14,1680
9353,13,1680
7299,13,1680
7388,13,1680
4149,13,1680
4873,12,1680
3952,12,1680
4640,12,1680
7432,12,1680
7208,12,1680
1242,11,1680
7312,11,1680
2663,10,1680
12265,10,1680
2849,10,1680
7413,10,1680
7051,10,1680
7417,10,1680
7247,10,1680
6740,9,1680
6451,9,1680
7375,9,1680
5335,9,1680
8607,9,1680
11203,8,1680
7314,8,1680
7221,8,1680
7182,8,1680
7163,8,1680
3806,8,1680
12210,8,1680
7228,8,1680
4188,8,1680
6515,8,1680
819,8,1680
7167,7,1680
7193,7,1680
7803,7,1680
7294,7,1680
4505,7,1680
7804,7,1680
5336,7,1680
7362,7,1680
7369,7,1680
7343,7,1680
3126,7,1680
9177,7,1680
5848,7,1680
1151,7,1680
3029,7,1680
7176,7,1680
7257,7,1680
527,6,1680
4911,6,1680
7238,6,1680
9616,6,1680
7230,6,1680
7286,6,1680
8893,6,1680
7288,6,1680
7932,6,1680
5437,6,1680
1382,6,1680
7169,6,1680
7206,6,1680
3118,6,1680
7445,6,1680
7217,6,1680
926,5,1680
7415,5,1680
7223,5,1680
3955,5,1680
11292,5,1680
2940,5,1680
1020,5,1680
2415,5,1680
7326,5,1680
7187,5,1680
9618,5,1680
2248,5,1680
546,5,1680
7171,5,1680
2514,5,1680
7866,5,1680
7381,5,1680
2083,5,1680
3681,5,1680
9240,5,1680
7364,5,1680
7449,5,1680
9048,5,1680
12255,5,1680
7243,5,1680
7284,5,1680
7390,5,1680
8745,5,1680
9429,4,1680
7215,4,1680
5385,4,1680
4642,4,1680
4727,4,1680
7319,4,1680
3125,4,1680
752,4,1680
678,4,1680
12198,4,1680
7274,4,1680
7669,4,1680
3313,4,1680
7358,4,1680
6348,4,1680
7161,4,1680
7345,4,1680
5212,4,1680
4011,4,1680
6440,4,1680
6068,4,1680
6524,4,1680
2148,4,1680
7219,4,1680
7341,4,1680
7367,4,1680
2441,4,1680
2481,4,1680
179,4,1680
9363,4,1680
147,4,1680
4704,4,1680
9352,4,1680
4871,4,1680
6334,4,1680
484,4,1680
7268,4,1680
3654,4,1680
7282,4,1680
9141,4,1680
2434,4,1680
7428,4,1680
9494,4,1680
3418,4,1680
7109,3,1680
195,3,1680
7384,3,1680
5569,3,1680
5284,3,1680
6318,3,1680
7408,3,1680
6549,3,1680
5244,3,1680
4923,3,1680
7721,3,1680
7333,3,1680
834,3,1680
7350,3,1680
1363,3,1680
7213,3,1680
5995,3,1680
9394,3,1680
7250,3,1680
7308,3,1680
302,3,1680
4830,3,1680
7165,3,1680
3937,3,1680
4028,3,1680
7180,3,1680
7189,3,1680
1833,3,1680
136,3,1680
9976,3,1680
1454,3,1680
8240,3,1680
1882,3,1680
6613,3,1680
7648,3,1680
4955,3,1680
3377,3,1680
828,3,1680
7406,3,1680
7276,3,1680
4313,3,1680
5414,3,1680
12289,3,1680
12238,3,1680
4729,3,1680
4796,3,1680
2064,3,1680
6795,3,1680
7348,3,1680
9037,3,1680
7336,3,1680
7232,3,1680
7266,3,1680
3508,3,1680
7197,3,1680
3694,3,1680
12194,3,1680
3182,3,1680
633,3,1680
2278,3,1680
7204,3,1680
2576,3,1680
2895,3,1680
7160,3,1680
6793,3,1680
6639,3,1680
4921,3,1680
7236,3,1680
6593,3,1680
8606,3,1680
7317,3,1680
8363,3,1680
6398,3,1680
1876,3,1680
9158,3,1680
3072,3,1680
4340,3,1680
6552,2,1680
2997,2,1680
5024,2,1680
6581,2,1680
6945,2,1680
7440,2,1680
730,2,1680
7443,2,1680
6978,2,1680
12107,2,1680
6392,2,1680
5396,2,1680
7447,2,1680
8513,2,1680
7451,2,1680
12213,2,1680
7730,2,1680
1257,2,1680
8293,2,1680
7454,2,1680
7436,2,1680
7245,2,1680
6406,2,1680
8937,2,1680
2955,2,1680
7280,2,1680
6951,2,1680
4936,2,1680
7278,2,1680
3141,2,1680
12286,2,1680
7270,2,1680
504,2,1680
7263,2,1680
12205,2,1680
7261,2,1680
7178,2,1680
7259,2,1680
7185,2,1680
5017,2,1680
7191,2,1680
7200,2,1680
7202,2,1680
7210,2,1680
7253,2,1680
7305,2,1680
7321,2,1680
7324,2,1680
7403,2,1680
7430,2,1680
7426,2,1680
7422,2,1680
7420,2,1680
7410,2,1680
1050,2,1680
6373,2,1680
10358,2,1680
11191,2,1680
7401,2,1680
