melodieid,count,decade
7328,2,1680
7399,2,1680
7241,2,1680
7395,2,1680
7386,2,1680
7379,2,1680
7360,2,1680
12252,2,1680
7353,2,1680
7331,2,1680
7397,2,1680
11226,2,1680
11242,2,1680
11134,2,1680
8841,2,1680
8585,2,1680
505,2,1680
6315,2,1680
7040,2,1680
11261,2,1680
11376,2,1680
11336,2,1680
5498,2,1680
5168,2,1680
11141,2,1680
11253,2,1680
11166,2,1680
11373,2,1680
7158,2,1680
11272,2,1680
11291,2,1680
906,2,1680
11223,2,1680
4726,2,1680
9163,2,1680
7147,2,1680
9073,2,1680
13396,2,1680
6326,2,1680
11239,2,1680
1856,2,1680
6172,2,1680
2419,2,1680
4601,2,1680
1182,2,1680
4590,2,1680
9280,2,1680
6547,2,1680
8736,2,1680
282,2,1680
7963,2,1680
12356,2,1680
5888,2,1680
24,2,1680
341,2,1680
12939,2,1680
5038,2,1680
7650,2,1680
8277,2,1680
6424,2,1680
9408,2,1680
4886,2,1680
1701,2,1680
127,2,1680
2417,2,1680
1131,2,1680
12708,2,1680
11286,2,1680
12837,2,1680
12838,2,1680
1671,2,1680
3115,2,1680
11256,2,1680
8121,2,1680
12272,2,1680
4728,2,1680
12271,2,1680
2565,2,1680
10392,2,1680
459,2,1680
6377,2,1680
1222,2,1680
2897,2,1680
11183,2,1680
3352,2,1680
11346,2,1680
9493,2,1680
11240,2,1680
8793,2,1680
8748,2,1680
5674,2,1680
12290,2,1680
3842,2,1680
7021,2,1680
675,2,1680
5779,2,1680
2815,2,1680
6579,2,1680
5917,2,1680
6195,2,1680
9379,2,1680
3198,2,1680
6762,2,1680
5192,2,1680
12835,2,1680
12774,2,1680
12810,2,1680
3921,2,1680
8771,2,1680
13781,1,1680
12350,1,1680
12244,1,1680
5774,1,1680
13790,1,1680
12351,1,1680
12245,1,1680
763,1,1680
12353,1,1680
8471,1,1680
9065,1,1680
4700,1,1680
3810,1,1680
12247,1,1680
12246,1,1680
12243,1,1680
12354,1,1680
12257,1,1680
13795,1,1680
12242,1,1680
12224,1,1680
12225,1,1680
13789,1,1680
12226,1,1680
105,1,1680
12227,1,1680
12228,1,1680
9461,1,1680
12229,1,1680
12230,1,1680
12231,1,1680
12232,1,1680
12233,1,1680
12234,1,1680
12235,1,1680
5912,1,1680
487,1,1680
12236,1,1680
12237,1,1680
12347,1,1680
12239,1,1680
13860,1,1680
13859,1,1680
12240,1,1680
12241,1,1680
13858,1,1680
4146,1,1680
12097,1,1680
3829,1,1680
12348,1,1680
2803,1,1680
3124,1,1680
13494,1,1680
13491,1,1680
9990,1,1680
12938,1,1680
2369,1,1680
8773,1,1680
1550,1,1680
13493,1,1680
1832,1,1680
12830,1,1680
3070,1,1680
12251,1,1680
12250,1,1680
5079,1,1680
3724,1,1680
12249,1,1680
13854,1,1680
13490,1,1680
13489,1,1680
12288,1,1680
12253,1,1680
12258,1,1680
4367,1,1680
12260,1,1680
13856,1,1680
12254,1,1680
12261,1,1680
13855,1,1680
13857,1,1680
2005,1,1680
12262,1,1680
1224,1,1680
6697,1,1680
13487,1,1680
13488,1,1680
12673,1,1680
10388,1,1680
13192,1,1680
3363,1,1680
4896,1,1680
12282,1,1680
12274,1,1680
12276,1,1680
12278,1,1680
12279,1,1680
12280,1,1680
6332,1,1680
12281,1,1680
12283,1,1680
2265,1,1680
12284,1,1680
12285,1,1680
13747,1,1680
12287,1,1680
12248,1,1680
3134,1,1680
5961,1,1680
9622,1,1680
12273,1,1680
13862,1,1680
12357,1,1680
3916,1,1680
4164,1,1680
6472,1,1680
5069,1,1680
2235,1,1680
6982,1,1680
6275,1,1680
12937,1,1680
12256,1,1680
8997,1,1680
4813,1,1680
776,1,1680
3652,1,1680
3963,1,1680
12812,1,1680
12223,1,1680
888,1,1680
12222,1,1680
7708,1,1680
9257,1,1680
10196,1,1680
2264,1,1680
2706,1,1680
11289,1,1680
4669,1,1680
13871,1,1680
6607,1,1680
7629,1,1680
1946,1,1680
2146,1,1680
6556,1,1680
3693,1,1680
10323,1,1680
9545,1,1680
5112,1,1680
6322,1,1680
8258,1,1680
4979,1,1680
1082,1,1680
8120,1,1680
6300,1,1680
10306,1,1680
6490,1,1680
849,1,1680
8539,1,1680
4981,1,1680
12658,1,1680
9520,1,1680
846,1,1680
3006,1,1680
12709,1,1680
13872,1,1680
713,1,1680
8122,1,1680
8494,1,1680
10387,1,1680
5084,1,1680
12839,1,1680
7071,1,1680
4216,1,1680
1761,1,1680
2454,1,1680
3184,1,1680
2087,1,1680
2804,1,1680
12100,1,1680
524,1,1680
3993,1,1680
7820,1,1680
7823,1,1680
3155,1,1680
3137,1,1680
12807,1,1680
8658,1,1680
2520,1,1680
4135,1,1680
6904,1,1680
3622,1,1680
237,1,1680
9116,1,1680
5346,1,1680
8388,1,1680
6167,1,1680
12712,1,1680
9283,1,1680
3175,1,1680
3314,1,1680
13246,1,1680
3140,1,1680
5344,1,1680
5816,1,1680
3132,1,1680
9439,1,1680
1888,1,1680
3740,1,1680
720,1,1680
8417,1,1680
12221,1,1680
12193,1,1680
3855,1,1680
12207,1,1680
12206,1,1680
12204,1,1680
12203,1,1680
6395,1,1680
9064,1,1680
12201,1,1680
12209,1,1680
4374,1,1680
529,1,1680
12200,1,1680
3116,1,1680
12199,1,1680
173,1,1680
3186,1,1680
12208,1,1680
4368,1,1680
12197,1,1680
9110,1,1680
12220,1,1680
12219,1,1680
12218,1,1680
12216,1,1680
3127,1,1680
12215,1,1680
12214,1,1680
2988,1,1680
13853,1,1680
13788,1,1680
13787,1,1680
9357,1,1680
1885,1,1680
12212,1,1680
6089,1,1680
12211,1,1680
9137,1,1680
12196,1,1680
2781,1,1680
2716,1,1680
5806,1,1680
5300,1,1680
3492,1,1680
8402,1,1680
3536,1,1680
4061,1,1680
4049,1,1680
6365,1,1680
4169,1,1680
12844,1,1680
8092,1,1680
3274,1,1680
13794,1,1680
3525,1,1680
3559,1,1680
9438,1,1680
9315,1,1680
4457,1,1680
3483,1,1680
6604,1,1680
8161,1,1680
304,1,1680
6502,1,1680
6601,1,1680
12500,1,1680
10162,1,1680
8770,1,1680
4070,1,1680
2942,1,1680
5855,1,1680
4002,1,1680
4985,1,1680
2566,1,1680
7000,1,1680
5100,1,1680
5241,1,1680
13861,1,1680
7942,11,1690
864,10,1690
3952,9,1690
8003,9,1690
6619,8,1690
4019,8,1690
6968,7,1690
865,7,1690
8417,7,1690
11292,6,1690
4459,6,1690
7317,6,1690
819,6,1690
5288,6,1690
13298,6,1690
2663,6,1690
3456,5,1690
4726,5,1690
4240,5,1690
4873,5,1690
7393,5,1690
7915,5,1690
487,5,1690
6451,5,1690
5409,5,1690
1182,5,1690
3034,4,1690
3963,4,1690
8672,4,1690
7500,4,1690
9353,4,1690
6124,4,1690
4377,4,1690
3017,4,1690
8638,4,1690
3155,4,1690
7208,4,1690
7362,4,1690
2514,4,1690
6549,4,1690
13524,4,1690
3492,3,1690
7977,3,1690
426,3,1690
8665,3,1690
2805,3,1690
3395,3,1690
7299,3,1690
5072,3,1690
600,3,1690
1701,3,1690
1438,3,1690
4505,3,1690
826,3,1690
3444,3,1690
7866,3,1690
4015,3,1690
3810,3,1690
7228,3,1690
6740,3,1690
6515,3,1690
9389,3,1690
7803,3,1690
8277,3,1690
302,3,1690
6197,3,1690
2435,3,1690
7173,3,1690
7934,3,1690
7266,3,1690
4704,3,1690
2148,3,1690
13301,3,1690
13300,3,1690
13303,3,1690
7743,3,1690
13295,3,1690
13292,3,1690
12815,3,1690
8068,3,1690
13289,3,1690
13297,3,1690
12862,3,1690
13302,3,1690
4196,3,1690
13304,3,1690
13293,3,1690
5079,3,1690
13294,3,1690
2431,3,1690
13305,3,1690
13291,3,1690
2498,3,1690
8456,3,1690
12814,3,1690
13290,3,1690
1781,3,1690
5995,3,1690
5855,3,1690
8092,3,1690
13296,3,1690
2224,2,1690
6957,2,1690
13193,2,1690
1374,2,1690
4002,2,1690
4896,2,1690
8121,2,1690
7939,2,1690
2048,2,1690
6556,2,1690
2706,2,1690
7941,2,1690
126,2,1690
359,2,1690
8278,2,1690
9066,2,1690
7182,2,1690
5069,2,1690
3279,2,1690
6068,2,1690
6374,2,1690
926,2,1690
7932,2,1690
8588,2,1690
6971,2,1690
12941,2,1690
12106,2,1690
8210,2,1690
668,2,1690
1531,2,1690
1127,2,1690
12619,2,1690
6203,2,1690
6684,2,1690
1292,2,1690
1079,2,1690
1088,2,1690
8476,2,1690
6667,2,1690
4237,2,1690
888,2,1690
2247,2,1690
519,2,1690
11257,2,1690
13090,2,1690
608,2,1690
6959,2,1690
8524,2,1690
8349,2,1690
7456,2,1690
7257,2,1690
12834,2,1690
13522,2,1690
5593,2,1690
6887,2,1690
7825,2,1690
2434,2,1690
1151,2,1690
7721,2,1690
3603,2,1690
9073,2,1690
2815,2,1690
3663,2,1690
6762,2,1690
9493,2,1690
6302,2,1690
5888,2,1690
147,2,1690
8095,2,1690
4169,2,1690
5038,2,1690
11730,2,1690
7911,2,1690
3313,2,1690
12820,2,1690
4049,2,1690
3009,2,1690
3567,2,1690
4955,2,1690
8586,2,1690
1634,2,1690
7730,2,1690
12655,2,1690
4145,2,1690
5212,2,1690
7147,2,1690
851,2,1690
7350,2,1690
8745,2,1690
5335,2,1690
7336,2,1690
7217,2,1690
7341,2,1690
127,2,1690
7975,2,1690
7238,2,1690
6936,2,1690
7169,2,1690
7176,2,1690
1876,2,1690
12707,1,1690
5100,1,1690
1628,1,1690
4514,1,1690
714,1,1690
3670,1,1690
4031,1,1690
12704,1,1690
13022,1,1690
2457,1,1690
8929,1,1690
341,1,1690
8366,1,1690
2374,1,1690
5851,1,1690
8058,1,1690
1517,1,1690
12131,1,1690
117,1,1690
7974,1,1690
910,1,1690
9349,1,1690
928,1,1690
5273,1,1690
7745,1,1690
13100,1,1690
6107,1,1690
8090,1,1690
6348,1,1690
4936,1,1690
13350,1,1690
12634,1,1690
12635,1,1690
55,1,1690
12636,1,1690
12637,1,1690
12638,1,1690
12639,1,1690
9071,1,1690
12640,1,1690
12641,1,1690
13851,1,1690
5284,1,1690
9072,1,1690
1222,1,1690
4848,1,1690
4954,1,1690
9263,1,1690
1795,1,1690
13466,1,1690
720,1,1690
445,1,1690
13836,1,1690
8617,1,1690
7916,1,1690
8771,1,1690
4457,1,1690
12633,1,1690
12632,1,1690
12631,1,1690
12630,1,1690
12031,1,1690
484,1,1690
3329,1,1690
7451,1,1690
4939,1,1690
183,1,1690
5005,1,1690
3592,1,1690
1131,1,1690
7925,1,1690
441,1,1690
9086,1,1690
2530,1,1690
3667,1,1690
2479,1,1690
6604,1,1690
12620,1,1690
12621,1,1690
12623,1,1690
12624,1,1690
12625,1,1690
12626,1,1690
12627,1,1690
12628,1,1690
12656,1,1690
13532,1,1690
7328,1,1690
7195,1,1690
7432,1,1690
9618,1,1690
168,1,1690
698,1,1690
6964,1,1690
2438,1,1690
7963,1,1690
3072,1,1690
5976,1,1690
91,1,1690
9001,1,1690
2849,1,1690
3622,1,1690
776,1,1690
9249,1,1690
1316,1,1690
8513,1,1690
7051,1,1690
387,1,1690
3696,1,1690
527,1,1690
2994,1,1690
1765,1,1690
5282,1,1690
9616,1,1690
2083,1,1690
315,1,1690
3377,1,1690
7158,1,1690
4423,1,1690
828,1,1690
6368,1,1690
1569,1,1690
3899,1,1690
6329,1,1690
13831,1,1690
3198,1,1690
9116,1,1690
6606,1,1690
3418,1,1690
906,1,1690
1056,1,1690
3126,1,1690
3929,1,1690
8748,1,1690
6051,1,1690
2816,1,1690
7787,1,1690
2181,1,1690
12712,1,1690
1454,1,1690
7851,1,1690
1856,1,1690
2895,1,1690
8392,1,1690
4229,1,1690
7494,1,1690
9490,1,1690
8757,1,1690
2798,1,1690
1363,1,1690
5315,1,1690
3652,1,1690
2441,1,1690
2715,1,1690
2164,1,1690
7908,1,1690
11172,1,1690
3964,1,1690
6883,1,1690
1603,1,1690
12766,1,1690
4852,1,1690
9510,1,1690
5887,1,1690
5656,1,1690
3690,1,1690
7191,1,1690
7204,1,1690
7225,1,1690
7259,1,1690
12810,1,1690
7268,1,1690
7294,1,1690
7221,1,1690
5785,1,1690
7333,1,1690
7381,1,1690
3043,1,1690
8770,1,1690
2248,1,1690
2584,1,1690
8150,1,1690
282,1,1690
13396,1,1690
9280,1,1690
3016,1,1690
5428,1,1690
9515,1,1690
410,1,1690
4994,1,1690
6581,1,1690
5337,1,1690
2260,1,1690
1240,1,1690
1946,1,1690
5087,1,1690
3654,1,1690
7417,1,1690
7413,1,1690
4053,1,1690
3685,1,1690
6692,1,1690
13495,1,1690
4332,1,1690
2501,1,1690
1886,1,1690
529,1,1690
13523,1,1690
