location,decade,pop_estimate,error
Zaandam,1760,12105.3,0.05315233823201402
Alkmaar,1760,12068.475,0.06893580174794268
Enkhuizen,1760,9786.375,0.06876652488791819
Antwerpen,1770,48103.725,0.05762235668859322
Ieper,1770,12739.15,0.050176032152851414
Duinkerken,1770,17363.125,0.060061192901623435
Brugge,1770,29720.975,0.047198148782131064
Gent,1770,50185.600000000006,0.047791597589746944
Brussel,1770,70328.32500000001,0.060655148547900266
Leuven,1770,17468.399999999998,0.04648107439719727
Amsterdam,1770,219351.27499999997,0.03561627348644292
Den Haag,1770,38584.45,0.06513828757439842
Rotterdam,1770,43856.725,0.06406771139431873
Haarlem,1770,23927.025,0.055090425993202304
Utrecht,1770,29674.199999999997,0.0537318613475677
Hoorn,1770,11056.550000000001,0.06717285229117605
Dordrecht,1770,18721.275,0.06598775991485623
Deventer,1770,8413.825,0.046604843813604496
Leiden,1770,34019.325000000004,0.055046653629958996
Delft,1770,16854.525000000005,0.0675456591034162
Groningen,1770,23435.55,0.044514636951127604
Zwolle,1770,11204.275000000001,0.04657150953542279
Heerenveen,1770,1336.625,0.05388571962966433
Woerden,1770,2958.65,0.06366924103898737
Dokkum,1770,2677.45,0.054585519804291265
Gouda,1770,14364.8,0.06772109601247489
Gorinchem,1770,5603.95,0.06705538057976956
Leeuwarden,1770,14340.575,0.054548021958673205
Steenwijk,1770,1800.95,0.046628168466642556
Vlissingen,1770,6815.525,0.05433183797286332
Middelburg,1770,23463.7,0.05619851089129165
Veere,1770,1639.225,0.07453217221552852
Zaandam,1770,11295.375,0.053814061064816225
Alkmaar,1770,11349.1,0.0669238089363914
Enkhuizen,1770,8777.3,0.06807047725382515
Antwerpen,1780,50368.35135135135,0.05388465193447835
Ieper,1780,13188.918918918915,0.044677145023463205
Duinkerken,1780,18495.783783783783,0.05449890698245327
Brugge,1780,30671.56756756756,0.043225172005413814
Gent,1780,51863.0,0.04340854361100014
Brussel,1780,71809.32432432432,0.05565452051133905
Leuven,1780,18519.91891891892,0.042688879905784544
Amsterdam,1780,220044.56756756754,0.03154262729822903
Den Haag,1780,39635.810810810806,0.05643272361534912
Rotterdam,1780,46846.16216216217,0.055076189575078524
Haarlem,1780,22655.864864864863,0.05333742113193042
Utrecht,1780,30496.02702702703,0.0508652877246746
Hoorn,1780,10366.135135135137,0.0595050932480244
Dordrecht,1780,18324.351351351354,0.057890770072610856
Deventer,1780,8530.27027027027,0.04325137823965527
Leiden,1780,32571.216216216217,0.0530894878996958
Delft,1780,15635.972972972975,0.05981874782855189
Groningen,1780,23721.45945945946,0.03322228475983652
Zwolle,1780,11256.270270270268,0.04323596217843727
Heerenveen,1780,1418.9189189189187,0.05015238095238074
Woerden,1780,2815.7567567567567,0.05741819682673731
Dokkum,1780,2683.4864864864867,0.051899001903534185
Gouda,1780,13263.783783783783,0.060165865188686905
Gorinchem,1780,5340.378378378378,0.059009888964239775
Leeuwarden,1780,14600.027027027027,0.051632633038443135
Steenwijk,1780,1857.081081081081,0.043209337524740876
Vlissingen,1780,6298.2972972972975,0.052970129206949976
Middelburg,1780,21801.56756756757,0.05349107056522115
Veere,1780,1700.972972972973,0.05734396847591196
Zaandam,1780,10691.054054054053,0.052554674405729314
Alkmaar,1780,10654.675675675677,0.059362340604175994
Enkhuizen,1780,7907.189189189188,0.06080679231352915
Antwerpen,1790,53442.28205128205,0.044389130089542976
Ieper,1790,13787.717948717951,0.03575646106438136
Duinkerken,1790,20017.846153846156,0.044033785237788024
Brugge,1790,31784.871794871797,0.03508764853461964
Gent,1790,53968.92307692307,0.03511565060234091
Brussel,1790,75584.35897435898,0.04527120317254663
Leuven,1790,20101.46153846154,0.03423784722886606
Amsterdam,1790,215809.2564102564,0.02619169515910369
Den Haag,1790,40510.6153846154,0.043715670599792505
Rotterdam,1790,48720.46153846153,0.042720428104234376
Haarlem,1790,21855.307692307695,0.04441331507807196
Utrecht,1790,31475.333333333343,0.041157178026261405
Hoorn,1790,9803.307692307691,0.04731003925938107
Dordrecht,1790,18344.0,0.04480749661735274
Deventer,1790,8636.128205128207,0.036097610218254264
Leiden,1790,31730.51282051282,0.044016517305190385
Delft,1790,14960.538461538463,0.046897736095471924
Groningen,1790,24218.589743589746,0.0252793732299304
Zwolle,1790,11312.128205128205,0.03625108517520344
Heerenveen,1790,1513.6923076923076,0.04024799268218314
Woerden,1790,2787.8205128205122,0.04491147390204636
Dokkum,1790,2766.358974358974,0.04183041672845898
Gouda,1790,12641.461538461537,0.047272203595413446
Gorinchem,1790,5294.5641025641025,0.04547964046336838
Leeuwarden,1790,14934.820512820514,0.04201161285448902
Steenwijk,1790,1880.3846153846155,0.036217358696393316
Vlissingen,1790,5795.358974358975,0.046925258495967126
Middelburg,1790,20087.589743589742,0.0457866574080691
Veere,1790,1722.1538461538462,0.04392233934846048
Zaandam,1790,10326.28205128205,0.044015146812340915
Alkmaar,1790,10003.461538461539,0.04754251733374368
Enkhuizen,1790,7298.51282051282,0.048534650543489634
Antwerpen,1800,56646.970588235294,0.03598292209177891
Ieper,1800,14476.147058823528,0.027796232747988592
Duinkerken,1800,21570.235294117647,0.035514625273388584
Brugge,1800,33101.20588235295,0.027338616595628144
Gent,1800,56262.79411764706,0.027369461063758274
Brussel,1800,79432.23529411768,0.03612846466244288
Leuven,1800,21607.35294117647,0.02712584223779989
Amsterdam,1800,209763.26470588238,0.02026107582623615
Den Haag,1800,41720.50000000001,0.03004377168228076
Rotterdam,1800,49575.32352941177,0.030219019068429175
Haarlem,1800,20924.0,0.03172405456160674
Utrecht,1800,32492.05882352942,0.029618096729517884
Hoorn,1800,9216.705882352942,0.03234854867121107
Dordrecht,1800,18229.88235294118,0.030597790311963583
Deventer,1800,8804.882352941178,0.029398796122472322
Leiden,1800,30929.41176470589,0.03128946367440115
Delft,1800,14206.529411764708,0.031687997648140044
Groningen,1800,24884.58823529412,0.019586892903237955
Zwolle,1800,11400.29411764706,0.029785093263847914
Heerenveen,1800,1649.0,0.02871615595904821
Woerden,1800,2737.2352941176464,0.0305697032213694
Dokkum,1800,2847.6470588235293,0.029735591819871874
Gouda,1800,12015.088235294117,0.03170523337078617
Gorinchem,1800,5240.147058823529,0.03062891140235158
Leeuwarden,1800,15415.764705882353,0.029992215760795006
Steenwijk,1800,1913.8823529411764,0.029505778214900316
Vlissingen,1800,5314.64705882353,0.034848199758713484
Middelburg,1800,18346.0,0.03333472274770591
Veere,1800,1686.6764705882351,0.031039112769630443
Zaandam,1800,9948.411764705881,0.03170473560662937
Alkmaar,1800,9453.735294117647,0.03247704766556641
Enkhuizen,1800,6688.588235294117,0.03290503579406532
